,Open,High,Close
1308,312.06,315.01,313.29
1307,315.93,316.76,315.13
1306,313.44,313.79,312.81
1305,316.31,316.31,314.6
1304,313.63,317.32,316.77
1303,320.82,320.82,320.1
1302,295.56,295.8,293.29
1301,293.29,294.62,293.05
1300,293.45,294.13,290.76
1299,289.04,289.64,285.03
1298,286.28,287.53,284.33
1297,285.68,290.45,290.28
1296,289.31,290.29,289.13
1295,291.79,292.29,290.35
1294,292.76,293.04,290.71
1293,292.73,293.5,292.85
1292,295.63,298.83,298.46
1291,297.8,305.72,304.85
1290,303.88,305.0,303.69
1289,304.62,305.98,305.23
1288,306.32,307.56,306.04
1287,304.24,304.37,303.26
1286,305.56,307.23,306.41
1285,306.08,306.31,305.18
1284,306.77,306.77,303.08
1283,301.71,304.71,303.56
1282,302.79,304.12,302.62
1281,302.24,309.25,307.31
1280,306.29,308.7,304.27
1279,303.8,304.27,303.36
1278,303.98,306.13,305.25
1277,303.6,306.49,304.96
1276,305.3,310.19,309.5
1275,309.61,313.11,309.43
1274,311.44,313.16,311.51
1273,311.31,312.31,310.94
1272,310.53,311.56,307.43
1271,304.33,304.71,302.78
1270,304.83,305.9,303.7
1269,305.33,306.06,303.87
1268,304.28,306.26,300.43
1267,300.3,303.8,302.88
1266,304.68,309.23,309.2
1265,307.81,311.7,308.3
1264,308.61,312.06,310.88
1263,310.76,313.27,312.83
1262,311.87,318.95,317.31
1261,315.78,318.35,317.06
1260,317.62,324.02,320.31
1259,319.57,324.72,323.35
1258,323.62,324.57,321.62
1257,322.82,325.07,324.99
1256,323.84,327.08,323.83
1255,326.34,329.62,328.21
1254,327.05,328.62,324.53
1253,326.2,327.07,320.94
1252,320.71,324.07,323.78
1251,323.03,324.3,321.63
1250,319.54,319.82,317.89
1249,316.44,318.53,316.48
1248,314.55,317.98,315.74
1247,317.08,317.57,313.74
1246,317.3,318.32,318.3
1245,321.5,326.9,325.83
1244,324.1,324.82,312.61
1243,311.81,312.22,303.34
1242,304.58,309.15,305.09
1241,304.33,306.71,304.03
1240,303.15,308.44,299.95
1239,302.43,304.73,298.33
1238,296.75,299.52,299.1
1237,299.42,303.62,300.94
1236,302.3,305.98,305.16
1235,305.76,309.31,308.04
1234,307.82,308.68,307.8
1233,306.8,308.35,302.73
1232,302.2,306.11,302.52
1231,300.9,304.36,303.93
1230,305.11,307.72,305.82
1229,303.26,304.25,298.78
1228,297.8,305.59,304.08
1227,303.07,308.76,306.7
1226,303.71,308.5,304.88
1225,306.79,308.4,307.14
1224,305.48,307.58,302.92
1223,300.69,304.55,302.3
1222,302.98,307.81,305.86
1221,309.29,315.37,314.78
1220,317.23,319.24,311.84
1219,312.86,316.53,300.5
1218,300.56,308.16,307.36
1217,307.03,307.21,300.7
1216,301.13,305.1,305.03
1215,304.88,306.27,302.13
1214,300.8,301.17,296.06
1213,298.2,299.86,297.47
1212,294.37,296.25,294.41
1211,294.65,295.29,290.72
1210,286.18,286.61,285.78
1209,285.4,290.54,289.58
1208,288.01,289.35,285.49
1207,288.53,291.28,290.58
1206,294.09,294.24,289.4
1205,288.21,290.79,290.52
1204,292.4,292.95,284.53
1203,285.17,285.44,282.83
1202,281.14,283.78,280.83
1201,280.93,282.82,279.8
1200,280.45,282.54,282.54
1199,281.59,287.39,285.71
1198,287.08,292.43,291.06
1197,290.19,290.29,289.04
1196,290.21,290.21,282.89
1195,284.28,286.03,286.03
1194,283.95,284.33,280.63
1193,281.66,283.58,282.62
1192,284.13,287.28,284.94
1191,283.23,283.4,282.44
1190,287.77,290.36,290.33
1189,291.2,291.79,290.53
1188,290.3,294.5,294.21
1187,294.67,300.33,298.26
1186,296.52,297.06,293.28
1185,292.77,294.59,293.3
1184,295.39,296.51,291.14
1183,288.44,289.21,285.88
1182,283.84,286.25,285.53
1181,286.36,289.86,288.55
1180,288.47,289.88,287.75
1179,289.5,290.63,288.65
1178,288.78,292.14,290.67
1177,293.36,299.54,296.83
1176,304.68,306.78,305.72
1175,300.54,309.48,308.06
1174,307.81,309.27,304.09
1173,304.46,307.0,304.3
1172,307.81,308.74,306.99
1171,309.75,317.82,317.8
1170,318.34,321.62,316.47
1169,314.44,318.57,316.8
1168,318.97,320.07,316.66
1167,313.07,319.33,314.69
1166,320.32,322.18,320.99
1165,320.12,325.01,321.73
1164,321.22,322.45,320.59
1163,319.84,323.26,321.44
1162,322.58,323.51,321.5
1161,319.61,321.44,321.32
1160,324.03,330.41,330.34
1159,329.95,336.76,334.66
1158,335.48,337.46,334.1
1157,334.09,337.66,336.77
1156,337.4,338.96,338.91
1155,338.09,339.77,338.11
1154,336.89,339.34,335.09
1153,334.02,340.64,338.93
1152,337.47,340.58,338.74
1151,338.14,340.57,339.65
1150,331.83,336.34,334.94
1149,332.83,339.15,338.96
1148,339.02,344.84,344.35
1147,342.46,344.04,341.18
1146,342.34,344.63,342.89
1145,342.62,342.84,340.86
1144,340.34,343.59,340.7
1143,343.32,350.29,350.05
1142,350.35,356.48,353.43
1141,355.23,356.76,350.74
1140,349.33,350.68,346.44
1139,345.05,347.8,345.78
1138,346.89,354.85,353.37
1137,355.15,356.86,355.19
1136,354.41,356.8,355.34
1135,354.24,359.69,359.5
1134,359.11,364.64,364.11
1133,362.6,366.06,364.42
1132,366.47,367.83,367.36
1131,365.87,375.4,375.06
1130,376.9,382.83,374.95
1129,375.3,381.0,377.11
1128,380.35,381.8,378.63
1127,377.45,380.03,377.63
1126,379.9,382.88,381.27
1125,382.98,383.38,378.87
1124,378.24,382.34,381.63
1123,381.76,385.33,384.41
1122,385.74,387.58,384.21
1121,380.88,382.17,379.3
1120,380.22,381.04,372.42
1119,371.3,374.14,372.65
1118,376.83,379.63,376.12
1117,376.3,377.81,372.75
1116,371.34,372.29,370.86
1115,370.44,373.87,372.72
1114,372.35,378.55,378.12
1113,378.15,380.09,347.85
1112,353.14,353.7,341.24
1111,340.85,342.66,339.67
1110,336.34,344.01,340.52
1109,343.74,343.84,338.99
1108,340.34,341.34,339.22
1107,338.59,341.86,337.91
1106,340.27,340.84,340.49
1105,340.09,345.8,344.14
1104,347.74,348.12,344.3
1103,342.59,343.77,341.82
1102,343.08,343.59,341.2
1101,337.84,339.46,333.89
1100,335.44,336.08,326.47
1099,327.65,334.5,331.85
1098,332.21,335.23,333.28
1097,331.83,334.13,329.86
1096,330.66,331.42,326.6
1095,325.32,330.33,323.95
1094,323.32,326.83,323.91
1093,328.18,334.79,334.44
1092,335.09,339.34,335.32
1091,334.83,335.23,333.27
1090,335.32,335.33,334.32
1089,333.55,333.83,330.91
1088,330.42,337.84,335.69
1087,334.34,342.8,342.18
1086,344.23,347.3,346.29
1085,346.0,349.96,349.53
1084,351.47,353.3,347.97
1083,347.85,348.1,345.86
1082,346.42,347.6,344.25
1081,344.14,348.15,345.91
1080,347.85,348.79,342.45
1079,343.04,346.17,343.05
1078,345.34,351.31,348.79
1077,349.96,352.11,349.13
1076,358.32,358.6,351.7
1075,349.93,354.26,351.33
1074,353.1,369.51,360.75
1073,358.66,364.91,360.9
1072,360.72,361.86,360.42
1071,361.99,362.69,361.54
1070,357.34,359.77,358.17
1069,357.61,357.95,355.1
1068,354.39,356.8,354.79
1067,353.92,354.77,353.5
1066,351.2,353.81,350.36
1065,350.35,355.64,354.04
1064,360.07,363.86,361.99
1063,362.83,366.33,362.2
1062,365.03,371.11,369.35
1061,368.09,370.06,367.74
1060,368.14,368.52,367.02
1059,366.5,369.54,369.43
1058,371.79,372.87,371.11
1057,371.37,371.58,370.36
1056,368.87,371.47,361.99
1055,360.02,367.87,362.83
1054,361.56,362.53,357.95
1053,359.21,360.18,356.02
1052,355.54,356.74,352.61
1051,352.68,353.02,351.79
1050,368.36,374.87,371.12
1049,370.99,378.79,377.29
1048,375.76,379.62,377.21
1047,376.26,378.18,375.74
1046,373.75,378.85,377.22
1045,377.25,380.86,377.29
1044,375.63,379.19,378.22
1043,379.5,388.7,388.2
1042,384.23,385.62,379.89
1041,380.95,385.94,383.25
1040,379.91,386.87,385.47
1039,385.23,389.79,387.36
1038,390.46,393.73,393.08
1037,389.59,391.89,391.6
1036,391.27,394.34,390.74
1035,390.46,393.07,391.82
1034,390.25,394.76,394.3
1033,394.09,397.03,396.84
1032,398.39,403.9,403.83
1031,403.05,404.89,396.63
1030,399.4,403.13,398.16
1029,400.03,401.03,400.25
1028,401.55,404.61,395.78
1027,397.9,398.37,395.46
1026,397.8,402.78,400.29
1025,400.95,403.9,401.0
1024,399.3,403.97,403.5
1023,403.05,411.83,411.16
1022,414.88,420.5,419.72
1021,420.93,422.42,416.11
1020,417.45,418.73,416.71
1019,417.67,417.88,416.18
1018,416.26,420.27,417.83
1017,415.77,416.36,414.22
1016,414.36,415.76,413.07
1015,413.91,413.91,411.18
1014,409.66,410.56,407.56
1013,402.9,406.79,404.3
1012,406.03,410.03,406.07
1011,408.82,409.16,407.76
1010,406.05,408.87,406.04
1009,407.78,408.03,405.56
1008,406.61,410.02,405.22
1007,407.16,407.41,406.62
1006,403.74,403.9,401.73
1005,402.4,403.09,397.49
1004,397.9,401.53,401.0
1003,402.67,407.82,406.93
1002,407.14,407.51,403.5
1001,402.53,403.28,397.93
1000,393.42,393.89,391.92
999,389.76,390.16,387.81
998,388.14,392.27,389.21
997,391.85,396.57,395.49
996,396.84,396.95,395.59
995,396.39,396.45,395.42
994,393.37,398.9,391.36
993,393.69,398.4,397.08
992,393.77,395.82,391.67
991,393.07,393.29,383.34
990,384.96,402.12,400.33
989,400.7,402.38,400.46
988,400.9,408.16,404.35
987,404.46,409.41,407.13
986,408.53,408.64,404.95
985,404.2,404.27,401.11
984,402.03,411.76,409.94
983,409.91,414.23,412.7
982,412.04,412.77,410.63
981,410.46,417.69,415.22
980,418.9,423.82,423.28
979,424.55,431.36,431.21
978,431.94,432.37,429.04
977,428.93,437.38,437.25
976,435.86,440.27,436.18
975,438.09,440.71,440.56
974,439.88,441.68,439.2
973,439.19,444.79,443.99
972,448.2,458.65,458.4
971,459.96,460.45,452.39
970,455.46,457.2,455.04
969,452.95,460.76,454.72
968,454.46,456.29,453.94
967,451.73,455.11,445.15
966,438.94,445.42,441.84
965,438.07,439.85,437.1
964,442.19,446.52,441.08
963,438.29,439.43,434.59
962,435.39,439.89,435.82
961,434.49,438.94,436.04
960,432.2,437.42,434.25
959,434.36,435.73,429.98
958,431.69,435.16,430.28
957,432.58,433.6,432.75
956,435.65,440.44,440.3
955,441.49,445.95,445.56
954,442.43,443.94,440.34
953,443.17,443.44,436.43
952,434.92,440.27,438.94
951,440.49,442.79,437.96
950,440.05,445.16,443.57
949,444.77,450.95,450.76
948,451.14,455.88,450.79
947,447.44,450.95,442.81
946,444.61,445.38,440.91
945,436.38,438.6,435.33
944,439.07,440.28,433.53
943,437.31,439.44,437.26
942,439.84,442.79,438.97
941,437.89,441.36,440.62
940,443.67,446.49,444.38
939,445.55,445.95,441.6
938,440.39,445.03,443.66
937,445.45,448.15,447.19
936,450.06,453.59,453.0
935,455.96,456.93,453.07
934,452.18,456.02,453.45
933,456.96,460.87,460.58
932,460.46,461.96,461.96
931,462.61,464.46,462.81
930,464.03,464.45,460.26
929,460.96,463.89,459.73
928,459.95,460.46,455.8
927,443.75,451.93,448.75
926,451.45,456.79,455.81
925,455.81,456.96,452.35
924,454.08,455.61,451.9
923,447.38,448.87,444.29
922,443.94,445.44,443.12
921,442.89,447.86,441.58
920,443.17,448.25,445.91
919,446.94,448.7,444.32
918,447.95,452.73,452.56
917,452.17,453.95,453.74
916,453.15,453.22,452.95
915,452.8,455.31,448.73
914,447.97,449.67,445.77
913,448.19,448.37,446.78
912,445.73,448.21,445.65
911,443.89,443.94,443.2
910,443.86,444.69,441.07
909,439.62,440.56,435.34
908,432.65,432.89,430.26
907,431.07,431.65,428.88
906,429.28,436.44,433.26
905,434.61,436.49,433.14
904,435.76,438.89,435.1
903,436.79,437.81,437.29
902,439.35,439.44,435.54
901,435.43,437.89,433.63
900,430.24,432.3,425.5
899,425.55,428.13,424.7
898,424.96,430.62,428.14
897,428.31,429.45,423.87
896,427.61,433.53,430.62
895,430.6,437.19,436.25
894,437.19,440.38,440.22
893,441.66,442.33,440.23
892,442.31,445.32,444.47
891,445.46,446.45,444.78
890,444.71,448.93,448.54
889,449.15,449.4,446.98
888,447.7,448.29,444.98
887,448.55,448.95,444.32
886,444.15,444.64,443.5
885,443.62,452.44,452.11
884,453.45,453.45,449.64
883,449.64,452.52,452.01
882,448.52,451.25,443.69
881,443.69,445.5,443.86
880,443.72,443.72,439.05
879,439.59,441.82,439.52
878,437.85,439.2,438.63
877,434.97,440.86,438.39
876,440.56,444.28,443.95
875,441.81,445.12,444.44
874,444.44,447.5,438.48
873,437.94,439.19,436.61
872,434.16,437.43,433.3
871,433.09,433.42,427.26
870,428.57,431.76,428.36
869,432.35,434.85,434.55
868,433.45,437.18,436.43
867,433.76,438.56,438.49
866,438.32,443.26,441.45
865,443.38,449.61,449.46
864,446.94,448.9,444.84
863,488.78,508.24,506.21
862,506.24,510.01,502.15
861,503.0,507.01,504.0
860,501.0,517.89,516.22
859,516.45,520.81,513.29
858,514.92,514.92,508.11
857,508.11,512.23,508.01
856,510.06,518.99,518.64
855,519.23,519.27,515.73
854,514.98,521.28,515.81
853,516.41,518.52,514.03
852,516.27,516.7,513.57
851,510.69,516.34,511.27
850,513.31,514.01,511.89
849,511.82,512.48,504.48
848,504.88,509.76,508.52
847,505.26,508.47,505.8
846,504.35,509.29,506.4
845,503.88,516.94,516.75
844,517.48,520.39,518.13
843,517.95,519.52,517.3
842,518.39,524.89,516.29
841,516.38,517.89,513.12
840,515.49,517.2,511.67
839,514.01,519.67,517.55
838,517.23,518.6,516.46
837,519.1,527.12,523.49
836,524.82,531.28,529.73
835,531.55,534.53,532.09
834,531.61,533.84,530.32
833,532.29,533.71,527.77
832,526.0,532.25,527.16
831,526.21,532.52,529.62
830,529.13,530.36,529.2
829,535.43,535.53,535.47
828,535.58,541.7,539.61
827,538.36,546.7,542.87
826,544.24,546.21,539.18
825,540.32,542.01,535.51
824,538.14,538.68,530.92
823,532.04,537.88,537.03
822,537.59,540.92,535.46
821,536.53,543.02,542.92
820,541.27,546.54,543.65
819,545.19,551.14,550.86
818,554.47,558.46,558.11
817,558.04,558.18,556.48
816,557.56,560.06,559.29
815,560.56,560.7,559.76
814,560.73,560.81,555.28
813,556.68,561.06,560.92
812,558.29,559.43,557.12
811,558.06,559.02,553.05
810,557.06,559.99,559.22
809,563.06,570.41,570.0
808,573.57,574.23,571.19
807,572.29,572.68,565.69
806,570.11,570.11,565.66
805,563.8,574.03,562.05
804,569.54,576.08,575.27
803,577.07,578.08,574.88
802,575.12,579.54,578.69
801,579.0,580.9,575.84
800,581.05,582.58,582.43
799,583.89,584.53,583.09
798,580.58,581.83,580.63
797,576.08,577.35,562.48
796,563.61,563.81,551.17
795,555.72,563.44,562.07
794,560.12,561.44,554.01
793,573.07,576.82,568.26
792,586.26,593.86,591.08
791,590.19,591.45,567.28
790,569.56,578.08,569.65
789,572.26,575.96,572.17
788,576.14,580.66,580.56
787,584.4,589.54,589.31
786,586.49,591.79,587.05
785,590.68,596.53,595.69
784,595.09,595.59,593.94
783,590.97,600.55,600.55
782,598.4,602.8,602.0
781,601.31,607.04,606.05
780,603.25,605.22,601.77
779,602.17,604.05,602.66
778,604.51,605.54,602.5
777,603.28,610.69,606.86
776,608.58,612.86,610.61
775,612.61,615.05,610.7
774,609.8,612.73,610.22
773,610.78,612.71,608.43
772,603.98,604.52,601.95
771,608.11,608.61,608.06
770,608.13,612.15,609.74
769,611.75,613.69,610.42
768,614.01,614.11,608.0
767,608.45,609.43,606.39
766,607.49,607.77,600.6
765,598.8,604.53,604.25
764,604.58,605.86,595.12
763,591.59,596.03,586.99
762,590.21,599.13,596.65
761,597.93,606.37,606.24
760,606.51,606.6,600.22
759,600.58,605.41,599.18
758,603.76,605.42,592.11
757,592.69,593.04,579.54
756,583.58,585.5,579.94
755,581.59,586.37,566.55
754,565.99,566.54,557.7
753,560.06,567.16,560.64
752,565.77,568.07,557.81
751,560.7,569.32,568.01
750,571.52,572.97,568.12
749,573.39,588.3,571.5
748,578.55,579.72,545.25
747,544.79,549.85,540.63
746,545.05,559.88,557.51
745,565.84,567.8,567.04
744,568.0,568.21,546.69
743,537.94,547.59,537.76
742,543.66,553.02,545.2
741,551.0,552.89,548.7
740,557.7,564.0,563.9
739,556.32,557.0,543.34
738,544.0,544.0,539.37
737,536.0,548.0,545.5
736,543.67,544.8,537.51
735,541.69,542.5,534.44
734,532.26,533.86,523.1
733,525.8,525.9,522.98
732,523.89,537.76,536.33
731,535.12,536.34,534.88
730,534.25,539.91,538.53
729,541.44,542.4,533.87
728,530.24,535.72,535.33
727,533.41,534.55,522.57
726,523.25,524.43,518.0
725,515.72,527.35,520.17
724,518.65,527.35,526.62
723,531.84,538.75,538.43
722,539.58,543.99,541.54
721,541.82,541.82,534.41
720,533.14,534.0,529.12
719,529.6,530.84,528.3
718,528.88,539.35,538.83
717,540.0,546.35,540.39
716,542.9,549.75,549.7
715,552.2,557.96,555.45
714,558.13,565.0,563.8
713,567.78,574.87,574.87
712,574.57,577.66,570.45
711,573.39,573.48,570.56
710,571.64,572.58,571.65
709,569.75,570.41,564.34
708,560.9,562.4,554.51
707,551.52,558.58,553.76
706,557.11,565.0,564.93
705,568.16,568.8,566.03
704,566.75,572.0,570.73
703,568.78,572.0,568.3
702,565.92,568.97,567.5
701,567.0,567.0,559.5
700,560.08,560.65,560.35
699,557.25,557.99,552.3
698,552.36,553.74,550.62
697,552.8,561.4,560.66
696,561.15,565.0,564.99
695,566.45,566.77,566.52
694,564.35,574.44,574.29
693,574.22,582.25,572.54
692,573.55,587.3,585.93
691,589.3,589.6,584.77
690,585.45,587.88,585.69
689,586.76,587.71,584.67
688,587.65,593.66,591.49
687,592.26,594.15,590.78
686,591.7,594.25,593.08
685,593.51,595.64,590.76
684,586.36,587.97,578.4
683,578.95,584.1,583.36
682,573.0,585.25,580.04
681,581.0,588.23,586.65
680,590.6,594.86,594.26
679,595.15,595.3,593.06
678,596.89,597.0,590.62
677,588.97,589.5,580.82
676,603.01,606.7,605.11
675,601.35,604.16,598.44
674,599.7,608.89,603.57
673,602.05,607.05,605.19
672,605.53,608.91,603.01
671,599.25,601.0,598.08
670,597.75,601.1,599.02
669,597.7,598.49,593.95
668,595.81,598.45,595.44
667,588.96,591.99,579.55
666,578.56,583.43,573.6
665,576.51,583.82,582.27
664,579.38,580.2,573.14
663,569.5,578.64,574.49
662,576.05,578.31,571.81
661,572.02,579.56,577.94
660,579.0,579.69,577.25
659,575.0,575.9,572.12
658,576.45,586.12,584.56
657,586.69,587.8,584.65
656,587.5,589.47,583.71
655,587.1,595.05,592.7
654,595.59,597.81,597.11
653,596.95,596.99,595.41
652,594.9,595.25,592.42
651,593.27,594.99,592.54
650,594.77,595.58,590.57
649,592.0,592.05,588.12
648,587.81,589.37,583.0
647,580.02,584.71,580.32
646,582.35,582.9,582.36
645,582.95,589.3,588.63
644,591.73,594.49,589.52
643,592.13,598.0,593.14
642,595.13,598.5,597.78
641,599.14,603.52,601.63
640,600.27,600.6,591.97
639,591.74,593.72,593.42
638,590.0,591.94,591.11
637,590.39,591.48,584.9
636,582.24,583.92,581.64
635,580.95,590.15,588.78
634,589.51,596.07,593.29
633,595.05,597.56,597.27
632,599.49,605.4,605.4
631,602.5,603.8,597.27
630,595.0,596.65,591.18
629,591.57,600.11,598.42
628,596.99,598.07,585.25
627,585.93,589.57,587.9
626,581.83,589.31,587.81
625,587.49,591.0,588.41
624,586.8,588.72,579.63
623,578.0,583.24,580.88
622,584.1,588.29,586.25
621,589.95,592.4,587.78
620,584.9,585.85,574.1
619,574.79,584.69,583.74
618,581.61,582.53,570.81
617,567.47,575.23,555.19
616,555.13,560.88,544.75
615,550.14,558.63,548.69
614,542.08,543.92,540.73
613,527.0,540.99,536.92
612,540.45,543.45,522.97
611,520.45,533.16,532.38
610,537.27,538.77,538.03
609,541.05,550.76,542.69
608,548.28,557.4,553.65
607,554.98,555.0,548.9
606,547.76,554.0,549.88
605,551.71,559.2,558.94
604,560.85,564.97,558.45
603,558.25,562.5,560.27
602,568.3,568.73,567.87
601,563.53,567.15,563.77
600,561.16,564.79,564.19
599,566.79,566.9,555.95
598,555.5,556.8,551.69
597,555.6,555.6,551.82
596,552.4,560.63,558.23
595,558.52,562.5,561.29
594,561.15,561.25,558.25
593,560.81,560.82,556.44
592,558.0,558.0,555.19
591,555.19,555.19,546.64
590,547.93,552.79,544.51
589,544.75,548.22,547.2
588,542.09,545.38,543.76
587,551.04,551.04,545.89
586,546.57,551.19,547.48
585,547.21,552.5,549.23
584,549.23,549.88,547.73
583,547.0,549.6,549.08
582,545.09,548.79,539.65
581,539.45,541.85,538.59
580,537.5,541.4,536.97
579,537.64,542.69,542.58
578,536.7,538.2,528.08
577,529.22,533.82,530.73
576,525.88,536.65,536.11
575,535.9,539.36,528.04
574,530.01,537.04,532.11
573,527.44,532.24,521.51
572,523.76,525.37,515.84
571,513.6,515.58,498.16
570,499.86,509.07,506.45
569,515.99,516.25,514.62
568,516.99,520.81,520.04
567,520.61,532.97,532.3
566,534.51,542.3,538.77
565,538.82,540.29,536.93
564,536.93,543.25,541.52
563,540.5,543.93,537.31
562,534.96,537.84,535.28
561,537.74,538.4,530.66
560,532.6,535.8,529.55
559,527.15,527.99,519.46
558,520.5,521.21,506.64
557,510.95,511.49,505.15
556,501.51,507.5,506.91
555,508.18,508.6,500.72
554,499.24,500.28,497.06
553,502.57,508.6,501.8
552,500.42,508.26,505.93
551,508.89,509.75,504.01
550,503.15,510.85,510.46
549,512.77,515.61,509.94
548,510.84,521.85,520.39
547,523.0,538.84,537.3
546,538.03,545.41,541.95
545,541.5,541.5,536.72
544,531.4,532.78,521.19
543,525.0,525.69,512.43
542,512.9,515.19,513.23
541,519.0,543.1,537.55
540,534.32,536.5,532.2
539,529.94,537.45,533.3
538,533.14,536.75,526.1
537,527.93,530.69,529.83
536,531.01,540.22,533.88
535,531.06,533.88,529.28
534,532.15,541.0,540.16
533,539.73,541.95,538.0
532,539.66,548.34,546.01
531,547.51,552.54,551.16
530,551.16,553.0,545.01
529,543.82,547.55,542.65
528,542.47,546.86,546.45
527,547.58,547.58,541.8
526,539.0,539.3,535.0
525,531.55,539.4,538.65
524,538.44,549.57,547.33
523,545.74,560.13,559.29
522,558.15,569.42,562.63
521,567.0,575.99,575.02
520,576.35,580.85,578.8
519,576.97,581.63,578.33
518,579.62,583.2,581.44
517,582.0,582.78,572.9
516,570.92,575.45,574.1
515,568.48,569.76,559.85
514,559.8,564.18,555.69
513,558.48,561.84,561.17
512,559.23,564.36,553.0
511,556.93,563.75,561.64
510,558.29,560.64,557.61
509,557.73,566.51,566.16
508,564.52,566.96,563.67
507,566.71,567.1,564.95
506,566.0,569.64,565.37
505,568.54,581.88,577.54
504,577.57,580.07,567.0
503,564.65,567.19,563.64
502,561.83,564.07,557.55
501,560.25,562.16,561.14
500,557.94,562.45,554.7
499,554.83,558.5,549.49
498,547.41,548.0,541.31
497,538.84,545.54,543.95
496,544.99,550.16,544.86
495,546.0,551.5,548.84
494,549.21,549.37,548.02
493,549.57,549.85,548.54
492,547.05,553.27,548.64
491,546.57,546.57,539.78
490,537.96,543.19,541.04
489,538.35,545.23,543.52
488,537.31,539.8,532.74
487,533.75,545.8,544.53
486,546.31,547.77,542.92
485,543.06,551.0,549.18
484,550.41,561.17,557.46
483,580.05,584.7,573.66
482,572.77,575.52,566.12
481,564.32,567.83,564.37
480,560.51,565.84,561.39
479,558.56,561.11,548.77
478,550.51,551.22,551.16
477,550.99,556.69,552.84
476,550.16,552.61,543.04
475,542.64,543.93,535.08
474,535.9,545.2,542.04
473,548.87,552.8,548.95
472,548.49,553.37,545.78
471,542.81,542.96,538.73
470,540.47,543.84,539.49
469,543.97,549.69,549.2
468,550.39,550.6,546.49
467,543.82,548.34,546.67
466,548.0,553.4,549.28
465,550.92,556.06,552.51
464,550.2,557.61,556.81
463,554.46,558.24,554.52
462,552.58,553.33,547.19
461,548.68,555.29,554.25
460,553.79,555.76,554.18
459,553.2,553.94,545.32
458,548.73,550.57,549.21
457,547.43,558.79,553.95
456,555.1,557.99,555.29
455,552.18,555.96,551.69
454,552.0,553.33,549.53
453,549.61,549.87,543.48
452,543.42,544.84,542.16
451,545.7,554.78,552.6
450,554.49,554.83,550.04
449,547.15,548.85,547.47
448,542.73,544.05,543.0
447,544.48,546.69,544.87
446,545.42,548.36,546.6
445,548.0,557.25,556.18
444,556.52,557.91,557.52
443,559.41,565.61,559.68
442,559.79,564.9,563.39
441,562.48,562.64,558.57
440,560.3,563.14,557.95
439,559.71,560.0,553.06
438,546.75,550.9,541.25
437,545.09,545.9,540.04
436,543.66,545.81,543.3
435,544.74,548.0,547.34
434,542.25,548.58,545.62
433,547.43,551.0,550.03
432,545.6,548.28,541.7
431,548.65,548.88,544.65
430,553.71,559.29,556.11
429,559.51,572.85,571.73
428,574.5,589.71,584.18
427,583.74,588.69,583.96
426,589.5,604.5,601.78
425,680.0,703.0,699.62
424,688.98,697.8,692.84
423,684.88,705.6,695.35
422,694.02,713.33,695.1
421,691.85,696.07,674.73
420,676.77,677.79,654.77
419,651.57,667.07,658.27
418,661.76,664.1,659.66
417,662.26,663.33,661.43
416,657.44,668.05,664.56
415,664.7,665.0,657.5
414,657.66,666.67,664.72
413,664.34,668.0,661.28
412,665.75,679.91,673.29
411,673.99,674.75,670.15
410,667.78,668.8,664.39
409,667.09,671.62,663.14
408,699.58,704.0,690.3
407,694.49,696.0,691.47
406,689.2,694.03,686.51
405,684.04,692.26,689.37
404,688.04,694.74,694.11
403,691.07,695.76,688.73
402,690.11,700.2,694.04
401,689.1,696.16,679.48
400,671.04,672.89,644.03
399,600.6,644.33,618.11
398,646.47,647.0,612.47
397,643.1,662.48,659.74
396,671.99,673.98,667.96
395,665.76,667.0,659.69
394,654.34,664.41,647.82
393,633.81,644.44,629.56
392,638.0,645.06,644.91
391,647.93,651.25,637.05
390,629.7,634.5,628.96
389,641.0,645.04,643.88
388,651.88,657.36,643.41
387,643.9,654.9,651.08
386,650.21,655.31,655.3
385,655.63,655.92,652.47
384,656.71,668.85,665.07
383,665.55,668.07,665.52
382,667.49,681.99,671.67
381,665.06,669.84,660.92
380,665.51,669.0,666.98
379,657.47,658.82,653.2
378,652.9,660.28,653.29
377,648.97,656.77,654.91
376,658.58,658.58,640.15
375,639.05,642.85,624.25
374,625.5,634.68,622.61
373,631.83,639.31,638.37
372,637.94,643.84,642.0
371,638.01,658.26,656.99
370,661.6,673.03,671.68
369,669.35,678.8,671.64
368,677.4,678.74,670.0
367,669.45,671.89,667.0
366,667.49,674.08,671.24
365,669.19,677.98,676.43
364,674.26,688.46,683.17
363,683.73,690.04,680.41
362,685.25,694.16,693.02
361,695.4,696.22,695.32
360,694.0,700.24,699.95
359,697.89,698.0,680.0
358,683.21,684.9,671.8
357,675.44,688.05,681.14
356,750.06,752.5,719.33
355,720.02,734.95,731.12
354,726.57,735.96,732.82
353,733.0,737.37,736.92
352,736.63,746.79,744.85
351,745.56,746.31,737.39
350,734.53,748.18,747.74
349,745.43,751.7,748.82
348,749.9,759.9,755.31
347,758.81,766.35,760.67
346,759.39,763.02,761.6
345,758.52,763.3,754.77
344,753.48,760.6,758.26
343,762.38,769.08,765.25
342,760.18,765.8,756.53
341,754.04,755.33,740.07
340,740.21,751.71,750.42
339,752.47,754.95,745.98
338,749.57,761.1,760.01
337,759.78,763.23,759.94
336,769.3,779.32,777.0
335,777.47,782.9,776.7
334,772.96,775.99,769.63
333,771.69,773.0,769.26
332,769.16,774.0,771.97
