,Open,High,Close
2240,281.39,292.72,287.43
2239,289.44,297.76,296.84
2238,299.54,301.53,290.94
2237,299.73,299.8,297.75
2236,295.8,296.3,293.47
2235,295.43,300.04,289.79
2234,293.39,294.94,291.8
2233,289.8,292.8,286.9
2232,287.66,293.67,292.76
2231,293.41,294.27,291.79
2230,293.54,295.89,288.44
2229,289.79,291.77,290.79
2228,291.01,292.63,290.33
2227,289.56,294.73,289.05
2226,287.6,291.53,289.59
2225,289.55,291.0,275.27
2224,276.25,277.38,275.0
2223,273.75,276.78,272.58
2222,272.75,281.58,280.73
2221,284.25,286.03,284.4
2220,287.68,293.23,291.79
2219,292.03,295.25,293.19
2218,291.54,292.24,287.79
2217,288.54,290.54,283.93
2216,282.95,289.29,286.4
2215,288.83,294.31,293.44
2214,290.16,290.65,283.78
2213,284.31,285.28,279.21
2212,275.05,279.69,277.36
2211,278.4,278.95,272.87
2210,274.65,279.28,276.75
2209,281.03,288.14,286.04
2208,283.53,289.84,286.69
2207,288.46,289.32,285.01
2206,282.54,284.78,281.47
2205,277.95,282.17,280.38
2204,278.77,278.77,273.49
2203,272.95,276.85,272.88
2202,272.84,275.87,271.42
2201,272.76,279.18,275.78
2200,272.32,272.74,264.67
2199,264.1,265.26,264.3
2198,266.51,269.27,263.47
2197,260.05,268.63,267.63
2196,268.52,270.46,263.78
2195,265.71,269.88,268.77
2194,271.42,274.77,272.23
2193,273.27,277.87,277.54
2192,275.66,278.12,271.05
2191,272.77,275.02,270.56
2190,268.52,270.02,267.17
2189,269.77,270.3,261.07
2188,258.4,264.01,258.3
2187,257.28,268.52,268.07
2186,267.35,268.79,266.99
2185,249.42,249.74,240.9
2184,240.68,242.29,234.63
2183,233.59,240.37,238.79
2182,241.05,248.86,244.85
2181,248.6,248.68,238.05
2180,243.49,246.81,246.24
2179,246.29,246.29,238.8
2178,239.89,243.87,241.8
2177,242.99,243.25,241.59
2176,237.52,240.69,237.11
2175,236.49,236.85,234.16
2174,234.29,236.74,231.73
2173,234.03,240.28,240.16
2172,239.42,245.13,243.41
2171,241.24,242.24,239.8
2170,240.32,248.12,247.75
2169,246.48,254.69,250.67
2168,251.25,253.32,251.56
2167,251.05,252.02,250.27
2166,249.1,254.06,253.0
2165,253.75,255.59,255.33
2164,255.17,255.26,249.4
2163,245.46,249.39,245.5
2162,247.61,248.59,242.74
2161,241.7,245.19,243.51
2160,246.0,247.68,245.54
2159,243.3,248.75,241.75
2158,241.97,241.97,237.32
2157,237.1,237.65,234.52
2156,236.48,238.46,237.13
2155,235.11,235.74,231.88
2154,238.62,241.33,232.86
2153,234.6,237.38,232.44
2152,230.23,231.85,225.36
2151,222.97,226.45,222.35
2150,226.24,226.7,210.18
2149,211.8,216.41,209.54
2148,212.45,212.45,207.29
2147,204.38,217.76,217.09
2146,215.32,221.22,219.05
2145,212.21,221.21,217.15
2144,213.19,224.86,221.69
2143,219.46,219.79,207.45
2142,211.53,219.81,219.76
2141,230.73,231.27,224.8
2140,227.29,227.29,215.29
2139,216.84,220.62,214.85
2138,215.39,222.72,217.77
2137,219.64,225.22,220.02
2136,214.21,218.8,215.74
2135,209.96,211.97,190.69
2134,198.2,212.76,200.46
2133,206.27,208.7,206.07
2132,205.1,205.19,195.44
2131,198.87,206.46,193.65
2130,187.18,188.18,185.79
2129,186.85,187.68,173.18
2128,165.25,179.67,169.22
2127,172.43,174.46,164.65
2126,156.74,171.12,166.17
2125,178.07,191.17,190.7
2124,196.96,197.45,181.54
2123,177.5,179.68,169.75
2122,166.55,178.43,176.69
2121,189.67,193.19,186.46
2120,190.06,190.68,189.85
2119,186.38,192.08,181.56
2118,178.67,185.03,178.01
2117,177.0,179.18,176.34
2116,163.4,175.41,169.81
2115,167.57,171.67,164.91
2114,169.69,184.84,184.56
2113,183.08,185.69,179.18
2112,184.41,186.19,180.02
2111,178.26,186.17,179.86
2110,178.97,181.68,173.42
2109,176.9,186.37,183.65
2108,181.26,184.62,171.29
2107,170.15,172.38,165.78
2106,166.73,170.75,165.74
2105,164.16,164.89,159.55
2104,154.5,158.31,155.89
2103,151.18,156.4,145.65
2102,146.03,156.66,156.2
2101,151.78,162.66,155.17
2100,151.65,155.24,150.21
2099,150.94,152.02,148.86
2098,147.84,150.25,140.23
2097,137.58,141.61,129.91
2096,131.39,134.82,131.35
2095,134.76,135.11,128.85
2094,134.47,143.47,141.17
2093,140.28,147.88,146.19
2092,145.44,148.37,146.63
2091,143.48,143.83,133.13
2090,135.0,139.03,137.69
2089,135.06,140.82,139.85
2088,138.4,141.89,137.31
2087,135.65,142.26,142.14
2086,145.14,154.87,151.21
2085,148.99,159.16,153.14
2084,154.77,157.61,154.56
2083,152.24,156.6,150.26
2082,148.0,158.39,158.04
2081,157.16,159.4,155.49
2080,157.42,164.91,162.8
2079,159.48,161.23,157.78
2078,158.51,160.34,155.3
2077,155.65,159.05,155.24
2076,154.43,154.9,148.7
2075,150.37,151.81,149.16
2074,150.89,153.32,151.63
2073,152.19,152.78,150.33
2072,150.26,150.84,148.86
2071,150.55,153.56,151.71
2070,152.25,155.66,153.98
2069,154.45,161.07,160.82
2068,160.66,165.79,164.19
2067,166.66,170.57,167.2
2066,164.32,165.62,161.17
2065,159.3,162.76,162.76
2064,163.91,163.91,157.69
2063,158.31,159.63,156.5
2062,156.04,160.46,157.32
2061,155.15,157.06,150.64
2060,148.93,151.94,149.64
2059,152.66,154.28,149.98
2058,149.72,149.9,141.52
2057,144.32,151.9,151.69
2056,149.17,154.83,153.4
2055,154.79,166.15,162.51
2054,162.59,164.16,162.1
2053,163.39,167.1,165.91
2052,169.16,176.34,174.51
2051,172.44,172.7,171.83
2050,172.52,174.57,169.43
2049,167.31,172.67,170.46
2048,171.46,171.67,170.4
2047,170.21,177.4,171.67
2046,170.63,177.87,177.04
2045,178.41,187.09,185.83
2044,185.83,190.69,189.57
2043,188.18,188.94,179.43
2042,179.65,182.68,179.2
2041,176.76,181.99,181.71
2040,181.28,181.68,179.02
2039,173.43,173.72,171.5
2038,173.79,176.87,176.73
2037,178.91,180.08,171.49
2036,169.19,174.63,173.4
2035,173.67,175.07,165.2
2034,165.68,174.98,172.9
2033,171.25,176.33,170.99
2032,173.15,176.42,168.76
2031,166.64,172.08,169.16
2030,166.83,170.52,163.74
2029,165.2,167.01,162.9
2028,161.74,164.66,159.62
2027,158.4,159.7,152.97
2026,153.76,155.25,154.44
2025,150.14,153.44,145.59
2024,149.27,155.41,154.24
2023,155.21,160.16,159.11
2022,158.93,162.66,161.93
2021,163.21,163.89,162.37
2020,163.16,165.03,160.0
2019,160.25,167.84,167.84
2018,167.57,170.17,166.72
2017,166.01,168.17,165.13
2016,165.32,166.66,165.25
2015,166.95,174.9,174.48
2014,173.42,177.1,173.76
2013,175.38,175.85,172.21
2012,176.74,179.76,176.82
2011,175.18,176.17,174.02
2010,171.44,172.08,171.52
2009,174.64,176.93,174.2
2008,172.06,177.8,177.22
2007,181.84,185.06,181.43
2006,182.43,186.05,185.07
2005,183.68,185.09,184.3
2004,181.48,182.06,179.5
2003,181.93,182.68,181.18
2002,184.93,187.36,186.44
2001,185.85,189.74,189.24
2000,188.66,188.68,184.64
1999,183.73,190.72,189.94
1998,190.94,196.65,194.56
1997,193.2,200.11,196.32
1996,193.27,195.52,189.84
1995,188.27,192.34,190.93
1994,191.07,195.19,192.12
1993,193.95,195.07,192.54
1992,193.22,196.79,194.94
1991,192.36,194.94,193.17
1990,192.07,194.72,192.05
1989,193.18,197.68,195.93
1988,198.08,202.08,198.18
1987,197.71,198.99,197.04
1986,199.28,201.4,201.19
1985,200.19,202.7,201.7
1984,203.6,204.34,201.94
1983,202.25,202.7,198.5
1982,201.63,205.27,203.87
1981,201.6,206.21,204.19
1980,205.21,205.7,199.7
1979,197.24,198.39,194.96
1978,194.59,196.3,193.94
1977,195.75,197.25,195.2
1976,197.56,198.85,198.62
1975,198.25,201.02,199.64
1974,201.25,203.04,198.79
1973,198.35,201.62,198.45
1972,198.53,199.52,196.95
1971,196.17,202.7,202.38
1970,203.02,206.14,202.98
1969,204.54,206.02,205.41
1968,206.26,208.83,208.82
1967,209.57,215.01,213.49
1966,213.34,215.19,214.41
1965,213.21,216.45,216.04
1964,217.87,220.84,220.36
1963,222.76,223.89,222.38
1962,219.97,220.68,219.6
1961,219.51,220.47,218.03
1960,218.33,219.16,216.52
1959,216.1,217.08,214.71
1958,213.64,214.06,212.63
1957,210.96,210.96,208.59
1956,209.86,210.76,208.21
1955,208.3,210.07,207.79
1954,208.05,209.55,207.24
1953,209.31,210.44,210.26
1952,208.68,208.95,203.88
1951,203.53,204.7,203.04
1950,204.57,206.32,204.85
1949,203.7,208.16,208.09
1948,207.05,214.33,212.87
1947,213.21,214.11,212.28
1946,212.21,213.82,211.01
1945,212.31,213.41,209.7
1944,207.91,207.91,204.45
1943,203.45,205.53,205.01
1942,204.32,204.8,198.51
1941,200.2,203.2,201.45
1940,203.26,207.43,205.4
1939,204.99,208.89,207.41
1938,208.3,212.47,212.36
1937,212.07,213.58,212.56
1936,215.04,219.56,219.3
1935,218.56,223.1,221.52
1934,216.72,217.96,215.34
1933,215.15,216.64,215.3
1932,215.69,216.17,214.16
1931,214.21,215.32,214.06
1930,214.55,220.83,218.89
1929,218.12,225.47,223.58
1928,223.24,223.6,222.62
1927,220.72,221.63,220.14
1926,218.83,219.12,218.34
1925,221.53,225.96,223.04
1924,225.21,226.58,221.75
1923,224.59,227.18,226.33
1922,224.91,227.23,227.09
1921,228.23,228.68,225.8
1920,227.38,227.67,225.41
1919,228.06,229.94,228.78
1918,227.8,229.43,228.53
1917,227.06,228.84,227.2
1916,227.93,231.11,229.52
1915,231.31,232.59,231.37
1914,231.62,231.82,230.23
1913,225.98,226.22,222.67
1912,222.77,224.07,222.86
1911,220.22,222.72,222.21
1910,226.23,231.32,230.44
1909,233.0,233.28,232.85
1908,233.91,235.28,234.6
1907,234.8,237.41,235.92
1906,236.62,236.74,234.23
1905,234.52,234.52,233.26
1904,234.86,236.42,232.61
1903,230.12,231.16,231.07
1902,230.07,233.64,228.11
1901,228.14,229.39,226.73
1900,228.14,229.35,228.99
1899,229.01,231.53,230.88
1898,232.38,233.73,229.54
1897,229.76,233.37,232.22
1896,233.56,235.71,235.71
1895,235.44,236.89,236.31
1894,235.49,238.64,237.8
1893,237.78,239.69,239.01
1892,240.14,244.93,244.39
1891,245.53,248.93,246.11
1890,248.63,248.74,245.98
1889,244.11,249.7,248.75
1888,250.71,251.25,249.78
1887,250.64,253.75,249.48
1886,250.49,250.96,248.63
1885,247.39,250.21,246.49
1884,247.67,251.0,249.51
1883,250.01,250.12,249.51
1882,250.25,250.32,248.17
1881,246.75,248.48,243.84
1880,242.11,246.12,242.53
1879,244.07,246.46,244.5
1878,246.1,249.93,249.62
1877,249.75,259.75,259.03
1876,260.04,261.89,257.35
1875,258.58,261.02,258.38
1874,261.97,263.14,262.28
1873,262.46,263.99,263.32
1872,266.5,268.06,267.93
1871,267.14,268.72,265.22
1870,273.94,277.65,275.2
1869,276.62,277.08,276.32
1868,276.1,276.75,276.14
1867,275.23,279.95,275.83
1866,275.27,277.78,277.32
1865,277.9,279.22,277.12
1864,278.15,281.1,277.38
1863,275.76,277.56,274.42
1862,274.21,275.27,270.42
1861,271.78,276.19,275.8
1860,275.27,275.36,268.33
1859,268.81,270.0,267.26
1858,265.27,269.02,268.91
1857,270.67,273.02,270.44
1856,272.02,275.16,274.6
1855,274.13,276.17,275.83
1854,278.0,281.57,281.54
1853,281.65,284.67,283.66
1852,285.53,287.04,285.57
1851,285.06,286.74,284.21
1850,284.93,286.54,286.31
1849,287.79,288.78,288.43
1848,287.72,289.04,289.03
1847,288.61,289.68,288.61
1846,287.17,287.29,286.78
1845,285.04,286.09,285.27
1844,288.53,293.59,291.47
1843,291.54,292.44,291.84
1842,293.5,293.82,293.16
1841,286.29,291.52,290.17
1840,290.61,292.13,291.79
1839,294.36,295.91,295.23
1838,295.79,296.8,294.05
1837,294.81,296.02,293.16
1836,296.81,297.71,292.8
1835,292.41,294.64,293.42
1834,292.04,295.63,293.82
1833,294.04,294.96,294.8
1832,295.52,297.65,296.05
1831,297.64,297.67,295.55
1830,297.92,298.95,298.16
1829,296.95,298.49,296.87
1828,299.75,300.49,299.18
1827,298.52,299.12,297.27
1826,298.31,299.76,298.51
1825,299.27,300.22,299.64
1824,300.97,301.05,300.86
1823,302.05,306.74,306.15
1822,306.77,310.07,309.55
1821,311.14,313.31,311.75
1820,312.68,312.73,310.01
1819,309.56,311.68,311.68
1818,312.69,313.01,310.3
1817,313.79,315.07,313.69
1816,313.9,314.23,312.31
1815,313.24,313.24,304.43
1814,305.0,305.3,297.35
1813,296.3,301.93,301.31
1812,302.53,302.53,300.86
1811,299.34,299.38,295.54
1810,288.53,294.48,293.84
1809,292.24,297.4,295.22
1808,296.09,297.08,290.29
1807,291.04,295.51,294.1
1806,293.28,293.28,290.5
1805,292.01,293.7,291.78
1804,282.53,285.59,275.28
1803,273.57,275.21,270.27
1802,269.25,275.07,271.48
1801,270.91,274.1,271.32
1800,272.52,273.77,267.41
1799,269.51,270.76,265.24
1798,267.57,268.17,266.78
1797,267.75,267.75,265.83
1796,264.6,271.32,270.68
1795,268.77,269.27,263.65
1794,264.46,267.02,265.91
1793,266.52,271.27,267.0
1792,270.04,271.04,268.49
1791,267.3,269.16,267.49
1790,266.39,270.52,268.47
1789,266.75,268.84,266.83
1788,268.84,272.34,270.92
1787,271.27,271.97,269.37
1786,269.04,272.78,271.88
1785,270.77,272.29,270.65
1784,273.95,274.02,271.67
1783,271.77,272.09,267.8
1782,267.46,269.49,266.0
1781,263.82,264.51,263.48
1780,263.97,266.14,263.66
1779,264.86,266.91,266.61
1778,268.01,273.1,270.8
1777,271.45,274.33,272.93
1776,273.52,278.34,277.57
1775,280.96,284.12,282.39
1774,282.67,282.87,281.52
1773,280.2,282.61,280.38
1772,282.16,289.54,288.51
1771,287.42,293.4,290.86
1770,294.36,294.43,290.06
1769,283.62,285.01,281.87
1768,281.2,284.49,282.88
1767,284.43,286.01,283.06
1766,282.64,284.5,283.48
1765,283.4,284.28,280.28
1764,278.33,283.71,279.03
1763,278.8,279.44,274.77
1762,273.03,280.2,278.94
1761,279.79,286.29,281.72
1760,282.92,283.98,281.63
1759,281.78,282.64,281.51
1758,281.7,284.1,283.64
1757,282.81,285.15,283.84
1756,285.74,287.73,285.79
1755,285.01,285.73,284.39
1754,283.93,284.66,282.05
1753,281.94,285.21,284.03
1752,284.28,284.67,283.39
1751,283.96,287.29,286.65
1750,286.55,294.73,293.68
1749,295.33,296.47,294.79
1748,296.38,299.22,297.95
1747,281.78,284.69,275.35
1746,274.65,277.27,275.33
1745,277.36,280.11,277.8
1744,278.51,280.41,277.43
1743,276.28,276.53,273.8
1742,273.9,274.93,272.77
1741,272.76,272.77,266.09
1740,264.73,269.43,264.8
1739,266.32,267.68,264.86
1738,266.95,268.52,266.27
1737,265.83,269.11,263.11
1736,263.51,266.73,265.57
1735,263.52,263.63,253.44
1734,250.74,258.12,255.13
1733,254.63,259.02,249.58
1732,250.23,252.91,246.82
1731,257.24,261.67,261.09
1730,258.09,260.2,254.78
1729,256.28,256.28,252.95
1728,258.51,261.26,255.7
1727,255.14,255.75,254.02
1726,253.64,254.43,254.24
1725,255.25,255.74,249.43
1724,248.38,249.97,247.46
1723,242.78,243.03,237.74
1722,234.76,242.74,236.26
1721,240.61,245.14,238.82
1720,234.31,238.96,238.77
1719,241.28,245.12,237.97
1718,242.67,246.4,245.48
1717,246.62,246.97,243.06
1716,240.46,245.78,241.43
1715,243.58,247.18,246.93
1714,247.8,254.25,253.05
1713,250.11,254.88,249.61
1712,249.78,250.71,243.0
1711,244.17,244.66,242.63
1710,243.85,244.68,237.25
1709,240.43,244.49,243.75
1708,241.49,244.6,244.49
1707,247.49,247.5,241.84
1706,241.78,250.45,249.24
1705,248.33,252.25,250.89
1704,251.98,253.19,250.29
1703,251.51,251.99,250.27
1702,250.2,250.73,244.52
1701,245.19,248.55,243.37
1700,243.69,243.69,241.27
1699,240.07,241.62,237.79
1698,238.77,239.06,236.58
1697,236.53,239.01,236.28
1696,231.95,232.51,227.36
1695,227.71,229.14,222.7
1694,222.87,224.42,219.96
1693,221.03,221.36,218.49
1692,222.22,224.06,218.25
1691,219.37,225.87,225.33
1690,227.0,228.89,228.51
1689,236.22,236.87,233.98
1688,236.42,239.96,238.15
1687,241.37,246.74,244.84
1686,245.18,247.16,245.91
1685,246.11,247.6,247.26
1684,234.8,235.52,230.03
1683,230.74,235.06,233.32
1682,230.75,241.74,241.04
1681,242.24,243.09,238.99
1680,241.86,244.73,242.65
1679,240.63,245.54,245.28
1678,244.79,245.62,244.73
1677,245.53,249.0,246.56
1676,247.72,247.87,242.42
1675,243.22,244.68,242.74
1674,240.06,243.92,242.67
1673,244.74,246.89,245.45
1672,245.5,246.48,245.16
1671,246.34,253.75,253.41
1670,253.2,254.55,254.3
1669,252.95,253.12,250.36
1668,251.38,253.0,252.93
1667,251.43,253.25,252.11
1666,249.11,249.25,246.12
1665,242.21,247.62,246.25
1664,244.74,245.84,243.42
1663,242.08,245.18,243.04
1662,244.51,247.6,245.51
1661,245.47,245.68,241.32
1660,240.75,241.5,234.22
1659,234.22,236.03,231.24
1658,230.98,234.36,232.27
1657,229.08,229.41,225.92
1656,225.22,229.13,227.54
1655,228.26,228.86,225.72
1654,226.51,230.22,229.64
1653,229.8,230.11,226.57
1652,225.28,227.66,225.24
1651,227.72,232.7,230.4
1650,231.65,232.45,231.82
1649,235.5,236.18,235.39
1648,232.48,234.03,232.43
1647,232.83,236.49,235.53
1646,239.15,240.44,238.33
1645,239.75,240.13,238.31
1644,240.69,242.42,241.38
1643,241.25,242.62,240.46
1642,240.21,241.19,240.56
1641,240.21,241.47,240.77
1640,242.12,245.85,245.32
1639,246.5,255.46,254.39
1638,255.09,260.25,256.99
1637,256.69,259.15,258.26
1636,257.56,260.1,257.0
1635,261.13,264.18,263.91
1634,264.69,268.69,265.47
1633,267.01,267.06,263.85
1632,264.19,266.74,264.11
1631,264.84,266.2,263.16
1630,265.26,265.58,263.07
1629,262.74,264.39,261.44
1628,264.45,270.27,269.38
1627,269.9,270.24,267.44
1626,268.37,268.87,265.27
1625,266.65,269.07,268.44
1624,269.51,272.57,269.69
1623,270.33,273.27,270.97
1622,273.77,274.02,271.92
1621,272.36,272.9,270.74
1620,299.93,301.12,301.03
1619,300.58,310.15,309.16
1618,304.73,307.72,304.22
1617,304.37,309.0,304.29
1616,306.06,308.31,306.3
1615,306.27,307.72,306.57
1614,308.1,312.68,308.56
1613,306.86,310.93,309.61
1612,308.19,310.31,308.54
1611,310.34,310.81,309.6
1610,308.84,309.81,307.16
1609,308.17,310.64,307.81
1608,309.64,310.31,308.11
1607,309.06,311.23,310.4
1606,312.63,315.27,312.45
1605,311.9,313.06,312.85
1604,312.32,315.06,313.7
1603,315.32,315.74,312.72
1602,311.35,311.81,311.75
1601,310.16,310.23,308.9
1600,307.3,308.76,301.95
1599,301.84,302.3,298.03
1598,296.68,299.24,292.15
1597,292.79,295.04,292.07
1596,294.79,300.29,298.58
1595,298.8,299.24,295.71
1594,294.03,297.02,295.91
1593,293.8,294.8,291.8
1592,293.95,298.6,297.78
1591,295.53,296.79,295.29
1590,294.88,295.19,291.35
1589,287.45,287.45,278.13
1588,281.78,286.07,282.46
1587,284.62,286.95,286.2
1586,285.01,288.53,286.79
1585,290.58,291.29,289.47
1584,295.93,296.8,293.86
1583,296.28,296.56,295.57
1582,297.24,298.09,296.05
1581,296.87,297.29,296.4
1580,298.86,301.8,297.61
1579,298.84,299.44,297.75
1578,297.4,298.52,295.45
1577,296.72,297.18,296.15
1576,295.8,296.58,295.7
1575,297.62,299.24,297.83
1574,299.58,302.66,301.84
1573,302.3,303.8,303.05
1572,302.97,303.3,302.42
1571,301.67,302.19,301.49
1570,301.33,302.24,299.76
1569,301.3,301.51,300.8
1568,299.3,300.97,299.73
1567,298.67,299.51,297.28
1566,298.54,303.1,302.48
1565,303.11,303.39,301.36
1564,300.34,305.47,304.84
1563,305.65,309.52,307.06
1562,308.26,309.43,308.53
1561,307.71,308.0,307.41
1560,309.16,309.71,308.31
1559,309.98,309.98,308.74
1558,308.79,310.14,308.65
1557,309.01,312.45,312.4
1556,313.34,321.32,320.13
1555,321.38,321.8,316.19
1554,316.42,317.36,313.7
1553,320.11,321.19,306.22
1552,304.09,306.55,305.85
1551,304.4,310.66,310.26
1550,310.48,311.56,308.56
1549,309.25,310.16,308.7
1548,309.84,310.49,300.8
1547,302.1,302.54,300.48
1546,302.55,306.98,305.83
1545,305.81,307.48,306.31
1544,305.04,306.03,305.38
1543,305.38,306.03,305.8
1542,305.38,309.5,307.46
1541,307.77,310.12,309.5
1540,308.74,310.03,308.56
1539,307.26,309.06,308.53
1538,307.2,312.81,312.56
1537,311.98,315.13,314.39
1536,313.97,315.36,312.39
1535,313.13,313.56,312.42
1534,310.94,313.94,312.94
1533,313.31,315.91,315.36
1532,310.33,312.78,305.41
1531,305.47,307.66,305.97
1530,306.0,306.85,304.71
1529,306.24,307.67,305.33
1528,305.3,308.55,307.01
1527,309.2,309.92,300.68
1526,300.2,303.3,300.7
1525,303.49,306.05,305.08
1524,304.47,304.79,300.61
1523,300.58,302.15,296.13
1522,296.76,299.29,296.45
1521,295.8,297.55,296.18
1520,293.01,293.6,290.44
1519,289.4,290.29,288.64
1518,286.69,289.43,285.28
1517,279.03,285.79,285.06
1516,284.29,285.18,278.83
1515,282.52,284.78,280.96
1514,282.6,284.28,280.81
1513,285.4,290.19,288.54
1512,288.92,289.9,288.95
1511,287.88,291.52,291.37
1510,293.01,294.49,293.74
1509,293.73,293.75,290.16
1508,291.33,292.79,287.97
1507,288.29,291.24,291.16
1506,292.48,293.04,291.21
1505,291.79,294.37,293.67
1504,294.67,297.89,296.2
1503,296.8,297.67,294.13
1502,290.83,291.04,284.83
1501,286.38,287.87,287.38
1500,288.15,290.61,290.29
1499,292.74,292.74,289.37
1498,288.39,289.34,288.97
1497,287.79,288.75,285.59
1496,288.04,289.09,288.43
1495,287.88,290.01,289.54
1494,272.92,273.15,265.62
1493,263.47,264.1,263.68
1492,265.24,265.71,261.03
1491,263.21,263.67,263.13
1490,264.01,264.4,262.81
1489,262.89,263.76,262.79
1488,263.52,268.99,266.68
1487,269.27,269.32,269.15
1486,269.3,269.89,269.25
1485,270.27,272.32,272.32
1484,273.12,273.14,269.55
1483,268.83,271.28,267.21
1482,267.85,269.77,268.16
1481,267.2,269.98,267.4
1480,269.34,271.0,267.92
1479,267.77,269.51,269.11
1478,270.27,272.49,271.6
1477,270.34,272.05,267.99
1476,267.89,268.74,267.79
1475,267.57,268.23,265.04
1474,263.42,263.9,259.47
1473,257.97,265.88,265.5
1472,265.03,265.43,265.17
1471,266.63,268.54,265.89
1470,266.17,266.26,262.28
1469,258.56,260.26,259.45
1468,260.44,262.24,259.39
1467,258.92,261.65,260.09
1466,259.11,261.32,259.32
1465,259.5,261.16,260.71
1464,262.76,264.79,264.77
1463,264.28,266.87,263.06
1462,264.05,265.42,264.29
1461,261.26,264.06,261.8
1460,263.18,263.67,260.79
1459,261.71,262.58,259.77
1458,258.52,260.88,259.84
1457,260.26,260.26,258.62
1456,257.3,258.6,255.01
1455,255.25,255.36,252.62
1454,254.33,257.3,254.44
1453,252.77,254.43,251.73
1452,251.66,254.32,250.44
1451,253.34,253.6,242.75
1450,242.74,243.36,242.53
1449,243.84,247.22,246.75
1448,245.97,246.42,243.75
1447,241.31,241.67,240.35
1446,240.58,240.62,237.68
1445,237.2,244.4,241.6
1444,242.25,248.35,247.07
1443,248.52,250.38,249.03
1442,251.25,253.59,253.44
1441,253.62,260.85,260.78
1440,262.91,267.97,266.49
1439,267.02,269.52,267.95
1438,270.77,275.62,273.57
1437,266.74,269.09,266.26
1436,264.35,268.26,263.9
1435,264.34,269.98,267.27
1434,268.77,272.27,269.4
1433,269.83,271.27,264.73
1432,299.05,300.43,299.11
1431,296.54,301.33,297.77
1430,298.37,302.64,301.58
1429,301.39,301.72,297.97
1428,297.31,304.33,303.8
1427,303.0,310.06,309.42
1426,306.99,313.02,309.8
1425,309.33,314.06,311.57
1424,308.9,310.79,303.91
1423,302.9,308.3,305.78
1422,302.42,307.79,302.15
1421,305.92,308.06,303.69
1420,303.3,299.71,297.37
1419,297.34,301.8,300.89
1418,297.55,299.72,289.05
1417,291.56,295.3,289.81
1416,281.77,284.78,273.28
1415,280.78,287.59,286.99
1414,280.97,282.34,274.78
1413,277.19,284.53,281.35
1412,285.03,285.54,282.17
1411,276.99,282.78,278.89
1410,276.49,276.5,269.77
1409,270.29,272.12,266.84
1408,262.0,262.71,252.69
1407,249.92,257.69,245.71
1406,252.25,253.75,249.33
1405,252.0,260.97,259.67
1404,259.92,265.26,261.91
1403,265.46,268.9,260.28
1402,260.26,265.49,263.69
1401,267.55,270.0,269.81
1400,269.36,271.77,270.62
1399,272.64,273.42,270.75
1398,270.64,272.19,266.52
1397,262.5,264.22,262.68
1396,255.66,261.64,261.35
1395,265.49,268.24,267.28
1394,267.17,269.82,267.75
1393,265.97,267.59,262.69
1392,259.24,266.26,265.33
1391,266.27,267.21,265.02
1390,266.56,268.74,266.3
1389,268.02,272.76,271.55
1388,272.67,273.69,273.61
1387,270.45,275.22,273.61
1386,274.98,279.54,273.59
1385,274.12,277.78,269.87
1384,263.39,264.65,260.59
1383,258.54,263.47,263.02
1382,263.89,266.73,266.21
1381,269.37,273.8,269.94
1380,271.02,272.28,264.68
1379,268.29,268.92,264.01
1378,260.37,262.26,257.78
1377,255.18,256.26,248.01
1376,245.26,251.97,251.2
1375,248.42,254.15,252.6
1374,254.0,257.87,257.61
1373,258.67,260.51,257.82
1372,262.85,269.0,268.85
1371,267.0,273.67,271.86
1370,274.34,277.89,274.52
1369,275.29,279.78,279.77
1368,300.03,300.1,296.14
1367,292.15,296.21,291.5
1366,290.39,296.58,295.55
1365,293.96,296.33,290.64
1364,291.24,294.74,292.13
1363,295.05,296.67,295.54
1362,293.65,300.28,298.51
1361,296.85,297.8,291.87
1360,295.07,295.39,293.45
1359,299.51,301.65,299.63
1358,297.56,301.45,300.37
1357,297.84,300.14,296.62
1356,290.34,293.05,289.61
1355,292.74,294.27,292.7
1354,293.79,299.05,299.05
1353,297.05,300.17,298.37
1352,296.96,304.69,304.47
1351,304.8,307.49,306.48
1350,302.43,305.0,300.78
1349,303.27,303.28,297.84
1348,300.95,306.35,304.48
1347,304.3,309.35,306.81
1346,306.71,309.35,308.59
1345,306.35,309.46,306.04
1344,305.33,306.45,300.74
1343,301.3,302.55,297.74
1342,294.17,294.54,290.76
1341,290.29,292.78,290.29
1340,287.96,290.42,285.34
1339,282.88,287.42,281.78
1338,289.97,294.7,294.39
1337,294.23,295.48,291.76
1336,299.27,300.05,299.99
1335,300.3,308.31,307.19
1334,308.83,312.31,310.49
1333,314.13,316.27,313.14
1332,311.81,314.62,312.2
1331,311.15,313.14,312.01
1330,310.83,314.04,308.33
1329,309.31,314.88,314.02
1328,311.25,313.4,313.01
1327,314.69,318.6,313.13
1326,311.24,312.47,309.34
1325,311.57,312.31,310.08
1324,312.47,314.97,313.29
1323,314.32,314.56,311.23
1322,314.31,316.24,315.5
1321,315.32,316.23,313.22
1320,314.29,316.18,315.16
1319,316.32,317.66,316.89
1318,316.34,322.57,320.45
1317,321.7,322.82,320.17
1316,321.07,321.82,321.52
1315,321.33,323.7,323.27
1314,326.8,334.41,333.04
1313,332.85,335.46,334.47
1312,331.4,332.32,329.83
1311,329.9,330.33,325.34
1310,323.57,323.82,311.54
1309,315.19,317.22,311.88
